strategy_name,initial_burn_rate,team_size_total,run,survived,survival_time,market_fit,market_share,peak_market_share,growth_rate,feature_completeness,technical_debt,bug_count,code_quality,brand_awareness,revenue,cash_runway,runway_used,runway_efficiency,funding_rounds,pivots_used,time_to_profitability,burn_multiple
Aggressive,15.0,28,18,True,200,100.0,9.637368470789271,10.6674836582213,0.047284782631502514,112.72772436338188,21.611441970828334,0.0,56.84097928237583,99.99999999999999,165.17172735193853,19067.922041886803,100.06358327987807,0.0963736847078927,0,0,0,7.5226406806289345
Aggressive,15.0,28,19,True,200,100.0,10.83302130279073,11.407217194396791,0.04839053111518974,110.6292225963599,24.03780157175927,0.0,54.09146284688104,99.99999999999999,177.82103843484148,20461.952723542294,100.06358327987807,0.1083302130279073,0,0,0,7.787317574514097
Aggressive,15.0,28,20,True,200,100.0,13.186738679000088,13.186738679000088,0.06298375955331513,114.73841018577099,21.258173360598246,0.0,58.62589335377853,99.99999999999999,237.31959119362196,22295.366585860513,100.06358327987807,0.13186738679000087,0,0,0,8.498455528620173
Very Aggressive,20.0,37,1,True,200,100.0,12.439836825977787,14.070224969162716,0.06521557588971504,119.53551974845774,20.42016238664395,0.0,63.22170657964537,99.99999999999999,217.08837662002063,30308.783766600933,100.06358327987807,0.12439836825977788,0,0,0,8.052195941650233
Very Aggressive,20.0,37,2,True,200,100.0,13.820169015186872,14.252110073465932,0.06513017986705653,119.53944246900276,20.526636484371572,0.0,63.00641659004413,99.99999999999999,242.84882842830154,29519.04598114163,100.06358327987807,0.13820169015186873,0,0,0,7.854761495285407
Very Aggressive,20.0,37,3,True,200,100.0,11.84664432522174,14.607940881363387,0.05942674814990057,119.11868211028037,20.841392146883063,0.0,62.52879383216347,99.99999999999999,198.22666068551644,29047.144520817626,100.06358327987807,0.1184664432522174,0,0,0,7.736786130204412
Very Aggressive,20.0,37,4,True,200,100.0,13.938385022072298,14.171000614525044,0.06575327492432345,116.93928447454533,20.96429150768053,0.0,60.06619964417454,99.99999999999999,257.45988826754666,30478.736772558896,100.06358327987807,0.13938385022072297,0,0,0,8.094684193139718
Very Aggressive,20.0,37,5,True,200,100.0,13.100982721751278,13.99974552248009,0.0636808210860445,112.73055212723108,21.75386271740208,0.0,55.85143411629246,99.99999999999999,232.22074380432755,26930.722271236486,100.06358327987807,0.13100982721751278,0,0,0,7.207680567809119
Very Aggressive,20.0,37,6,True,200,100.0,12.130119869007556,13.56644387631693,0.05859655871422783,121.44819968437407,20.137204372665547,0.0,65.02433556217076,99.99999999999999,219.49052993393482,31556.058906794202,100.06358327987807,0.12130119869007557,0,0,0,8.36401472669855
Very Aggressive,20.0,37,7,True,200,100.0,14.507569793047617,14.673960445540233,0.07101439207598792,118.37893118897789,20.692496987600457,0.0,61.83621669799756,99.99999999999999,255.67029307230854,29190.445895931964,100.06358327987807,0.14507569793047617,0,0,0,7.772611473982993
Very Aggressive,20.0,37,8,True,200,100.0,12.605913604397625,12.916144734373862,0.061744030422338454,115.49767800243562,21.612359129528123,0.0,58.75006499861047,99.99999999999999,245.11720416420164,27828.720068029965,100.06358327987807,0.12605913604397626,0,0,0,7.432180017007495
Very Aggressive,20.0,37,9,True,200,100.0,12.093913325443603,13.964819162060016,0.0561523992983726,118.4178813784843,20.68116410341935,0.0,61.81284158523916,99.99999999999999,214.76780306071907,29168.51267076546,100.06358327987807,0.12093913325443603,0,0,0,7.767128167691368
Very Aggressive,20.0,37,10,True,200,100.0,13.585283952784788,15.10904494972387,0.06306532124953546,121.45121795400938,20.084019542281382,0.0,65.1138269726374,99.99999999999999,248.65445859420865,31098.464921909203,100.06358327987807,0.13585283952784788,0,0,0,8.249616230477299
Very Aggressive,20.0,37,11,True,200,100.0,13.125573350827135,14.329962004553936,0.06444397839423831,118.31352108824287,20.829000266470914,0.0,61.727035455963396,99.99999999999999,240.37564588254008,28498.441335258434,100.06358327987807,0.13125573350827135,0,0,0,7.59961033381461
Very Aggressive,20.0,37,12,True,200,100.0,12.055512604506944,13.572481637063282,0.0648351127973295,118.48421676816639,20.618489514210925,0.0,62.00962375949147,99.99999999999999,223.9706108488376,28718.341688055825,100.06358327987807,0.12055512604506945,0,0,0,7.654585422013956
Very Aggressive,20.0,37,13,True,200,100.0,14.607881770547204,15.371421967171957,0.06954688379139413,119.60084420319393,20.43855198213943,0.0,63.05523620757946,99.99999999999999,258.98452234959626,33265.60428862965,100.06358327987807,0.14607881770547204,0,0,0,8.791401072157413
Very Aggressive,20.0,37,14,True,200,100.0,14.85408124190005,14.85408124190005,0.06893145777080169,119.91959804202783,20.3870914525555,0.0,63.35704675790885,99.99999999999999,265.71503821665635,30140.542925173995,100.06358327987807,0.1485408124190005,0,0,0,8.010135731293504
Very Aggressive,20.0,37,15,True,200,100.0,13.539423605831539,15.809805509187987,0.06944023885677814,119.45950565289039,20.501804570392146,0.0,63.0132253939956,99.99999999999999,251.18222446866923,32677.398334041733,100.06358327987807,0.13539423605831538,0,0,0,8.64434958351043
Very Aggressive,20.0,37,16,True,200,100.0,14.86843430674825,15.354833274297382,0.0727547292507772,120.17342602704306,20.384051179542844,0.0,63.745115319577664,99.99999999999999,277.16087282987894,29289.751830524612,100.06358327987807,0.14868434306748252,0,0,0,7.797437957631149
Very Aggressive,20.0,37,17,True,200,100.0,14.14378002593321,14.393215237933244,0.07033110920390101,117.57497607265655,21.04969375697588,0.0,61.10565713536081,99.99999999999999,248.40502941620812,29176.006851886184,100.06358327987807,0.1414378002593321,0,0,0,7.769001712971546
Very Aggressive,20.0,37,18,True,200,100.0,12.566888360570628,14.263589674231945,0.06368528234122833,118.97079402049074,20.529922612932705,0.0,62.543210095473945,99.99999999999999,236.5591708049945,30755.45983183639,100.06358327987807,0.12566888360570627,0,0,0,8.163864957959095
Very Aggressive,20.0,37,19,True,200,100.0,13.512911232204077,14.028532452036723,0.06645721646938249,118.48235517048253,20.62692405421655,0.0,61.993532399204845,99.99999999999999,243.9195219717755,28159.936858247464,100.06358327987807,0.13512911232204078,0,0,0,7.514984214561866
Very Aggressive,20.0,37,20,True,200,100.0,12.399510692577403,13.599515201913638,0.06555751214995001,118.95021097342308,20.561523465542027,0.0,62.343019715225836,99.99999999999999,221.82728843968306,29277.150181334433,100.06358327987807,0.12399510692577403,0,0,0,7.794287545333612
Extreme Growth,30.0,50,1,True,200,100.0,16.81780664289044,20.28415803534547,0.08207974161144556,120.62882680875207,20.35143799554774,0.0,63.60620282694473,99.99999999999999,314.09182094287644,44285.301998683724,100.06358327987807,0.1681780664289044,0,0,10,7.697550333113954
Extreme Growth,30.0,50,2,True,200,100.0,17.63985349809225,18.90191669333739,0.08661787520156114,119.84965272376166,20.520681326520336,0.0,62.66705978230311,99.99999999999999,335.0692173118364,45295.01020589958,100.06358327987807,0.1763985349809225,0,0,0,7.8658350343166035
Extreme Growth,30.0,50,3,True,200,100.0,18.21232520405915,19.584747096414837,0.08812600389565692,121.84478352075158,20.13473818095663,0.0,64.87388884504584,99.99999999999999,358.99305071370975,51189.76887013309,100.06358327987807,0.18212325204059152,0,0,0,8.84829481168885
