capital_level,initial_runway,run,survived,survival_time,final_cash,market_fit,market_fit_achieved,time_to_pmf,time_to_profitability,market_share,feature_completeness,technical_debt,bug_count,code_quality,brand_awareness,revenue,funding_rounds,pivots_used,capital_spent,capital_efficiency
Series A High,150,20,False,17,0.0,100.0,True,15,1,6.400150705836307,116.62943547338585,20.587908996463327,0,61.99464642383899,99.99999999950221,99.50812788815139,0,0,150.0,0.04266767137224205
Series B,200,1,False,23,0.0,100.0,True,16,1,8.271549591024147,114.37792686734164,20.968589959324696,0,59.835346764251575,99.99999999990447,136.1686615227662,0,0,200.0,0.04135774795512073
Series B,200,2,True,200,11285.016177878317,100.0,True,15,1,7.150526368309629,114.7743146955896,20.964365428270565,0,60.292302256713285,99.99999999968686,116.42147370793779,0,0,-11085.016177878317,0.0
Series B,200,3,False,23,0.0,100.0,True,14,1,6.830853271157818,112.05921096382777,21.475953707325647,0,57.0560914623899,99.99999999931914,123.76494047081404,0,0,200.0,0.03415426635578909
Series B,200,4,True,200,10762.99172762627,100.0,True,14,15,5.842147985910127,113.8953246282985,21.09614996381786,0,59.230242537509156,99.9999999999911,103.6030057472031,0,0,-10562.99172762627,0.0
Series B,200,5,True,200,11304.305095252828,100.0,True,16,1,6.738239696308481,114.47152093438253,21.061589136977847,0,60.153173292758545,99.99999999998295,111.22285748713755,0,0,-11104.305095252828,0.0
Series B,200,6,False,24,0.0,100.0,True,16,16,6.212105747583781,114.97115645272771,20.9339906799438,0,60.299347542180634,99.99999999996956,94.28936302499748,0,0,200.0,0.031060528737918904
Series B,200,7,True,200,10492.679514115829,100.0,True,16,1,6.81870945901549,111.52712832526666,21.50792990611448,0,57.10885224901855,99.99999999965522,113.52016461116925,0,0,-10292.679514115829,0.0
Series B,200,8,True,200,12034.034700540346,100.0,True,17,1,7.206314416735294,111.89868424508514,21.447273875952202,0,57.159139747747496,99.99999999999127,113.57217604216284,0,0,-11834.034700540346,0.0
Series B,200,9,False,20,0.0,100.0,True,16,17,7.765277515829115,112.50546491485683,21.35188811815937,0,58.30639779732854,99.99999999679041,133.02894942246846,0,0,200.0,0.038826387579145576
Series B,200,10,True,200,11715.74485514401,100.0,True,15,1,9.088631854475,115.39616756464592,20.812436268662985,0,60.67503424462346,99.99999999962424,152.17376961484888,0,0,-11515.74485514401,0.0
Series B,200,11,True,200,11692.664871734167,100.0,True,14,15,8.87004776576388,114.2182592757647,21.052256066597256,0,59.4424855180237,99.9999999998231,151.38827256626647,0,0,-11492.664871734167,0.0
Series B,200,12,True,200,12119.703699511201,100.0,True,16,1,8.229396564215499,115.5660516478905,20.740779507600127,0,61.058444659956784,99.99999999989132,132.81458352627686,0,0,-11919.703699511201,0.0
Series B,200,13,False,22,0.0,100.0,True,16,1,6.498777488994348,112.83789491972,21.291416730313927,0,57.99426968583218,99.99999999984409,111.15508289032363,0,0,200.0,0.03249388744497174
Series B,200,14,False,20,0.0,100.0,True,14,16,5.285413707840617,111.8426435614425,21.51739805642375,0,56.85740567940502,99.99999999993497,81.59707589704121,0,0,200.0,0.026427068539203086
Series B,200,15,True,200,10809.229694953447,100.0,True,16,1,6.639556005403598,114.54221789756893,21.107572736176824,0,60.08297440677216,99.9999999999854,103.27619530871206,0,0,-10609.229694953447,0.0
Series B,200,16,False,30,0.0,100.0,True,14,1,6.583184177220072,108.1270573811346,22.326663003528843,0,53.17458838563095,99.99999999994913,119.04292350281855,0,0,200.0,0.03291592088610036
Series B,200,17,False,22,0.0,100.0,True,16,1,5.780023581047056,115.31573542714943,20.712239175198953,0,61.18593526292893,99.99999999772758,110.4215535891224,0,0,200.0,0.02890011790523528
Series B,200,18,True,200,11653.92702454916,100.0,True,16,1,7.0974853833041385,113.69792782986424,21.13906277407685,0,58.914776203501646,99.99999999996434,116.3310504424681,0,0,-11453.92702454916,0.0
Series B,200,19,True,200,10893.872482743553,100.0,True,13,1,6.828727222463518,114.94628704493496,20.936460260291415,0,60.048505793457885,99.99999999980679,105.64751926842536,0,0,-10693.872482743553,0.0
Series B,200,20,False,20,0.0,100.0,True,16,17,6.330070555433568,115.15627002546361,20.87751141725362,0,60.74414859647812,99.99999999994775,100.72641083910398,0,0,200.0,0.03165035277716784
Well Funded,300,1,True,200,11235.986554125502,100.0,True,16,15,6.453384332341302,114.66081418625555,20.92742814589661,0,60.040787788272915,99.99999999994907,108.30473458312673,0,0,-10935.986554125502,0.0
Well Funded,300,2,True,200,12174.832048265976,100.0,True,15,16,8.143778381520676,113.63487831760914,21.33692948358902,0,58.999680346773474,99.9999999997002,139.02283465884292,0,0,-11874.832048265976,0.0
Well Funded,300,3,True,200,11038.791575983956,100.0,True,15,1,6.360626588449134,110.45224097677094,21.81888032887302,0,55.66975065930752,99.99999999998757,99.37808324077167,0,0,-10738.791575983956,0.0
Well Funded,300,4,True,200,11821.593573929684,100.0,True,14,1,6.522658631126772,115.5684665619305,20.779835699272287,0,60.87311011782315,99.999999999913,123.7004391582997,0,0,-11521.593573929684,0.0
Well Funded,300,5,True,200,10303.827204089323,100.0,True,16,16,5.266936617011868,112.92710628415435,21.259467266438065,0,58.19199871089526,99.9999999999207,98.7280112961373,0,0,-10003.827204089323,0.0
Well Funded,300,6,True,200,11262.139053128756,100.0,True,15,14,7.871045565596754,114.76610306637606,20.90664235315559,0,60.12858561230252,99.99999999977425,130.05110611943152,0,0,-10962.139053128756,0.0
Well Funded,300,7,True,200,12361.179413262944,100.0,True,14,1,7.179219613602081,116.40422827814898,20.665661403698934,0,61.66902229700793,99.99999999892928,137.15359943684635,0,0,-12061.179413262944,0.0
Well Funded,300,8,True,200,10671.598522190807,100.0,True,15,1,7.469943623454613,116.19440444057004,20.658978864786356,0,61.6944785445275,99.99999999995829,121.12189037427622,0,0,-10371.598522190807,0.0
Well Funded,300,9,True,200,11025.536671031643,100.0,True,15,16,8.123279655994462,113.94322881734242,21.0762479956607,0,59.36406383841818,99.99999999957305,131.77322767939893,0,0,-10725.536671031643,0.0
Well Funded,300,10,True,200,10996.43501229154,100.0,True,15,20,6.66420073878995,104.69090654495396,23.03499131913209,0,49.40311327286462,99.99999999746295,126.93775199325262,0,0,-10696.43501229154,0.0
Well Funded,300,11,True,200,11046.141485681525,100.0,True,16,1,5.692912621652565,113.51653964818652,21.54147994602506,0,58.92090328794539,99.99999999784103,104.40598862733232,0,0,-10746.141485681525,0.0
Well Funded,300,12,True,200,10604.165283518787,100.0,True,14,1,6.649624148068883,111.06265644831637,21.705248669191928,0,55.94485006014382,99.99999999995764,102.72552593748783,0,0,-10304.165283518787,0.0
Well Funded,300,13,True,200,11380.173915732956,100.0,True,14,1,6.1459573391581905,115.01525306817926,21.008820785316587,0,60.36654740213309,99.99999999984783,106.89231996396352,0,0,-11080.173915732956,0.0
Well Funded,300,14,True,200,11027.189528697872,100.0,True,15,1,6.2727400885198685,115.38999614534252,21.01228381234883,0,60.82044691201655,99.99999999943381,96.30055471314876,0,0,-10727.189528697872,0.0
Well Funded,300,15,True,200,10512.724563642189,100.0,True,14,1,7.083677110916,112.6991181284739,21.38194991535478,0,57.740592370642226,99.9999999996541,125.64545569035768,0,0,-10212.724563642189,0.0
Well Funded,300,16,True,200,10860.598122009585,100.0,True,16,1,6.802300027939009,114.41064675492957,20.93700822882984,0,59.93862877652528,99.99999999981267,108.75684783617943,0,0,-10560.598122009585,0.0
Well Funded,300,17,True,200,11139.465704681606,100.0,True,14,1,6.831903954204181,115.28990308666904,20.864467671630532,0,60.589220953918826,99.99999999997277,108.5533628462583,0,0,-10839.465704681606,0.0
Well Funded,300,18,True,200,11394.149313468259,100.0,True,19,1,8.437916443475654,109.21188844424057,22.10050212885298,0,54.722772724552776,99.99999999572985,147.9518106552708,0,0,-11094.149313468259,0.0
Well Funded,300,19,True,200,11907.266490587972,100.0,True,17,1,7.955500308531805,115.49713421566068,20.92054372085757,0,61.16818315751177,99.99999999986866,133.80502854951277,0,0,-11607.266490587972,0.0
Well Funded,300,20,True,200,11994.383690603243,100.0,True,16,16,5.570449411073385,115.83099927474031,20.703698353413014,0,61.35614646397183,99.99999999930031,85.5262043700254,0,0,-11694.383690603243,0.0
