config_name,run,focus_strategy,survived,game_over_step,final_market_fit,final_market_share,peak_market_fit,peak_market_share,peak_revenue,pmf_achieved,time_to_pmf,final_technical_debt,final_bug_count,final_code_quality,final_feature_completeness,avg_technical_debt,avg_bug_count,avg_code_quality,avg_team_morale,avg_customer_satisfaction,final_cash_runway,avg_revenue,growth_rate,quality_speed_balance,sustainability_score,technical_health,business_performance
Always Marketing,10,marketing,True,,100.0,7.345553484168748,100.0,8.277066483874247,132.66515045172034,True,26.0,22.59364020938143,0.0,47.88539291879924,93.73524524106405,22.2839154864756,3.2544319495071714,59.42846890471297,83.0631759762631,94.24294554301103,8063.78124979523,62.51890624897613,0.040808630467604155,0.3122789432181673,75.5696836324818,7325.999051702942,6331.08265935497
Always Marketing,11,marketing,True,,100.0,7.605275698205288,100.0,7.825600466170528,132.7130332823808,True,28.0,22.845783595315424,0.0,45.77467366520573,92.03261631351714,23.01052787882687,3.502167863102877,58.0814572266617,84.30190502523986,93.83720719972091,7752.580926606654,60.96290463303327,0.04225153165669605,0.29660532120363475,75.27733867723336,7226.042491382287,6313.024018646822
Always Marketing,12,marketing,True,,100.0,6.558275910301847,100.0,8.54230833678469,138.743418142858,True,30.0,22.364037041773155,0.0,47.93282524587801,93.5781695086138,22.244067495700456,3.4087869765181584,59.32583517560533,85.79576335351632,93.8030189905663,8824.211167249947,65.12105583624971,0.0364348661683436,0.31240585259143,75.60733694369773,7310.425463298185,6341.692333471387
Always Marketing,13,marketing,True,,100.0,6.650756992677762,100.0,7.250709797746824,117.03663541244018,True,32.0,22.093130431367477,0.0,49.189945837268965,94.22349990717616,21.789129882294922,3.488972936761793,60.06166134021018,80.6177477178028,93.39489371204381,7703.144256257914,56.61572128128955,0.0369486499593209,0.3213657177932135,75.45939116058089,7349.099162997936,6290.028391909873
Always Marketing,14,marketing,True,,100.0,7.072806299849884,100.0,7.651976817208419,124.93382824481154,True,28.0,22.81706053608712,0.0,45.817861512520686,92.05317401146887,22.995153709443404,3.500989038653681,58.108495110360046,84.59330381135781,93.81434054267042,8515.99562708813,63.579978135440655,0.03929336833249936,0.2969085068317396,75.2466696299957,7227.7603380294095,6306.079072688337
Always Marketing,15,marketing,True,,100.0,6.3368539939832065,100.0,7.418504369564034,119.91487466724354,True,29.0,22.475822537361875,0.0,47.423245997729516,93.24142605130503,22.421987150055678,3.4236798550989294,59.01289001051845,83.2029895012595,93.81564970970474,6380.56854439735,53.902842721986765,0.03520474441101781,0.3086963880983966,75.33563437549057,7290.439395577212,6296.740174782562
Always Marketing,16,marketing,True,,100.0,4.9290462495527,100.0,7.579585867317438,120.90091720923256,True,31.0,22.056897042963396,0.0,49.31240336301379,94.42549563185304,21.746513789546533,3.4350722596957195,60.10427426434601,84.23304152700112,93.5328718062428,9027.52479160415,64.33762395802076,0.027383590275292777,0.3224048571188338,75.53155831311538,7356.786966298402,6303.183434692698
Always Marketing,17,marketing,True,,100.0,5.949317461227087,100.0,7.191402325912057,122.06869824074033,True,31.0,23.242083432894738,0.0,43.82705059759536,90.23560625843712,23.68494256963697,3.818345634434909,56.98394732981601,82.18285335880323,93.21139125178874,6514.392645267077,54.57196322633539,0.03305176367348382,0.28200829922645143,74.98587256465481,7132.189433719104,6287.656093036482
Always Marketing,18,marketing,True,,100.0,6.886928245100399,100.0,7.216897947373395,117.98923334248877,True,27.0,22.62897729835621,0.0,47.03630050295931,93.00783885989378,22.580364795908757,3.3603408005201065,58.91238592727402,85.12353388315272,94.06383220372197,8371.710542868317,62.858552714341585,0.03826071247277999,0.30590943074321686,75.28023747856578,7286.154269190813,6288.675917894936
Always Marketing,19,marketing,True,,100.0,6.233919358563183,100.0,8.38577905899443,135.73629724797763,True,29.0,22.159777113756526,0.0,48.91091374420825,94.3673794426307,21.896998019324084,3.3272416182151625,59.86504888257183,86.13247082699768,93.87288099717067,8125.937865783242,62.62968932891619,0.03463288532535102,0.3197117502586272,75.65691314418466,7350.9368897752665,6335.431162359778
Always Marketing,20,marketing,True,,100.0,7.313382184583653,100.0,8.074619874149857,136.1400331495668,True,29.0,22.36883474048795,0.0,48.961618446380804,94.35741196654398,21.88290603481424,3.328918490236049,60.02294707876679,83.94159577424692,93.85680829698964,8093.598079223544,62.46799039611771,0.04062990102546474,0.32003147876913945,75.61836603664499,7357.606297745836,6322.984794965994
Always Quality,1,quality,True,,100.0,4.5487025932336635,100.0,6.805296939410236,147.63681197481745,True,27.0,13.196108767019311,0.30199006045241594,100.0,126.19414035369674,9.757559244870974,4.921422503668921,90.46447156281964,85.6013298603757,93.2211694931351,11087.93054959391,76.43965274796955,0.025270569962409242,0.7162221178319058,79.930730122305,8866.945746969892,6272.211877576409
Always Quality,2,quality,True,,100.0,7.582633176208767,100.0,8.318835850025547,162.1121247940814,True,30.0,13.860334304827315,0.17985677574395942,99.8187259185354,124.58800351885269,10.472410135993233,5.089372940809008,89.48290738838257,82.12602418691164,92.77866600032382,10086.20479096603,71.23102395483015,0.04212573986782649,0.7123178869871761,80.0862032782625,8788.667529041455,6332.753434001022
Always Quality,3,quality,True,,100.0,5.426339697127729,100.0,7.481464029585611,153.04020770973545,True,31.0,13.86660817807701,0.16764423774104187,99.34403065591263,124.6636855071539,10.622342162363193,5.045092266826945,89.14627284191558,84.6161420124072,92.86319392825207,9642.795122962307,69.21397561481157,0.030146331650709606,0.7090536855867786,79.86823373220446,8773.644582424999,6299.258561183425
Always Quality,4,quality,True,,100.0,6.572745658663049,100.0,6.572745658663049,152.67576695050485,True,29.0,13.151150973574746,0.3125951726030066,100.0,126.21576519975112,9.70711184124888,4.93258450896835,90.52550259068894,87.02270362146413,93.15474751757625,9308.537159770967,70.54268579885483,0.03651525365923916,0.7162569424856965,79.89337452033595,8870.22248010315,6262.909826346522
Always Quality,5,quality,True,,100.0,6.610769998682458,100.0,8.059726645064098,153.119259435712,True,29.0,13.483369855324588,0.24466554971811838,100.0,125.50266297823508,10.13837642389249,4.984697172064844,89.91490081689705,82.27205336004675,92.99941865991221,9004.455611329762,67.0222780566488,0.03672649999268032,0.7151040380156468,80.09918045154737,8826.36142683424,6322.389065802564
Always Quality,6,quality,True,,100.0,5.286782450035493,100.0,7.4414597082855085,149.19042102887903,True,31.0,13.018333343147448,0.3563401621466933,100.0,125.6067910841354,9.690083816682403,5.1113845044231345,90.4789536960407,85.56465846492073,92.75232471741012,10684.579769230886,75.42289884615442,0.029371013611308294,0.7152729704169334,80.06013499606321,8854.056505555816,6297.658388331421
Always Quality,7,quality,True,,100.0,8.082419095944413,100.0,8.082419095944413,156.5881238474129,True,31.0,13.438020252858104,0.26153747493188995,100.0,125.18152058251648,10.147609679371238,5.071421892951659,89.87510724610287,84.73359358548453,92.80901811183969,10102.959254728221,71.51479627364111,0.04490232831080229,0.7145817673363082,80.09774990610431,8817.219459986816,6323.296763837777
Always Quality,8,quality,True,,100.0,7.530594363718009,100.0,7.530594363718009,140.94295078833846,True,28.0,14.551667543032764,0.012665729681977211,97.48042739311336,124.26128998090918,11.277808385877798,4.88694724297925,88.21970167534077,81.63557020067115,93.23227703269859,9493.327137212242,65.5666356860612,0.04183663535398894,0.6951081136312971,79.73907412404472,8726.819169926302,6301.223774548721
Always Quality,9,quality,True,,100.0,7.042493220032935,100.0,7.399552750909987,157.96071218287122,True,29.0,13.408227877043528,0.2599560156516598,100.0,125.66396664464189,10.029450342816853,4.971025281088787,90.09723767531024,81.47452431382875,93.05806430005738,10743.173082988553,71.91586541494277,0.039124962333516304,0.7153656441041939,79.99449620147854,8838.60663825642,6295.9821100364
Always Quality,10,quality,True,,100.0,7.173664857684928,100.0,7.480108710091493,144.60251664734665,True,27.0,13.370781484573406,0.261445349550703,100.0,126.08217885251234,9.928556357375891,4.8907574752664456,90.26746752844525,83.90926850596733,93.29157923617541,10699.645076620625,72.4982253831031,0.03985369365380516,0.7160416782332052,80.03614187128508,8855.636105690783,6299.20434840366
Always Quality,11,quality,True,,100.0,6.252888714986366,100.0,6.716230038255841,144.43789879273044,True,32.0,13.760088606449195,0.19694956645479333,99.52157457334155,124.45954466910584,10.56002938156452,5.127773422755443,89.2119423133797,83.59800514582287,92.65104903650867,9095.614121832856,66.47807060916429,0.03473827063881314,0.7099875148501403,79.72503735465813,8771.562212284143,6268.649201530234
Always Quality,12,quality,True,,100.0,6.405758872419187,100.0,6.9278084530854995,141.36061587987322,True,30.0,13.203366451072878,0.308313366889281,100.0,125.75019128278774,9.837943888463984,5.020447058349127,90.31752025741868,82.40470483272085,92.9381841282563,11057.860394132718,73.28930197066357,0.035587549291217706,0.7155052883012322,79.93318972922991,8850.002186004747,6277.11233812342
Always Quality,13,quality,True,,100.0,8.934528052424879,100.0,8.934528052424879,164.88694170304967,True,28.0,13.772359038988009,0.18054595255310724,100.0,125.19790812657425,10.38154041783971,4.964818020041233,89.63321703234433,84.39321536554418,93.0736047927813,9202.075097620587,68.01037548810295,0.049636266957915995,0.7146084645949267,80.23188816533663,8808.239931665948,6357.381122096995
