config_name,run,pivot_timing,pivot_occurred,pivot_step,adaptive_pivot,survived,game_over_step,final_market_fit,final_market_share,peak_market_fit,peak_market_share,pmf_achieved,time_to_pmf,pre_pivot_market_fit,post_pivot_market_fit,recovery_rate,final_technical_debt,final_bug_count,final_cash_runway,avg_revenue,sustainability_score
Early Pivot,15,30,True,30.0,False,True,,100.0,7.714714305530081,100.0,8.188368203673132,True,49.0,45.34305984201796,70.8152603668495,1.273610026241577,19.7811659759958,0.0,10197.973038711087,71.68986519355545,81.63767364073463
Early Pivot,16,30,False,,False,False,17.0,35.27869579587919,0.0,35.27869579587919,0.0,False,,,,,24.042962228469772,10.69193367069144,0.0,5.498552856691149,10.583608738763758
Early Pivot,17,30,False,,False,False,16.0,35.53612557210995,0.0,35.53612557210995,0.0,False,,,,,23.808408741977516,10.494990868156675,0.0,5.216770638718453,10.660837671632985
Early Pivot,18,30,True,30.0,False,False,31.0,57.469903651646966,0.0,57.469903651646966,0.0,False,,45.24169866680162,,,10.372133141062141,2.3776090891489186,0.0,6.3577639293224255,17.24097109549409
Early Pivot,19,30,True,30.0,False,True,,100.0,7.437986317894225,100.0,7.5194177848950305,True,49.0,46.331369352023216,71.15504095845097,1.2411835803213875,19.60157277782587,0.0,9929.107320420757,68.44553660210379,81.503883556979
Early Pivot,20,30,False,,False,False,18.0,35.74469905375007,0.0,35.74469905375007,0.0,False,,,,,25.06321228562176,11.393899599686186,0.0,5.654076671089847,10.72340971612502
Mid Pivot,1,60,True,60.0,False,False,67.0,63.04357816317609,0.0,66.25988620252164,0.0,False,,66.25988620252164,,,12.342155917897692,4.309538015730067,0.0,9.99657000698492,19.877965860756493
Mid Pivot,2,60,True,60.0,False,True,,100.0,6.376441383583654,100.0,6.376441383583654,True,103.0,59.25572067567072,57.25812344565453,-0.09987986150080949,19.079405777921988,0.13996123837464702,4606.200884439251,36.93100442219626,81.27528827671674
Mid Pivot,3,60,True,60.0,False,True,,100.0,6.977578382285721,100.0,7.475633253033044,True,79.0,66.42001467620885,71.10583145679814,0.2342908390294646,18.948056025254882,0.0,7518.707809137031,57.09353904568514,81.49512665060661
Mid Pivot,4,60,False,,False,False,18.0,36.07379774615434,0.0,36.07379774615434,0.0,False,,,,,23.02290104644434,10.247572144101118,0.0,5.667981559962203,10.822139323846303
Mid Pivot,5,60,True,60.0,False,True,,100.0,4.091347988662786,100.0,6.256376455756548,True,81.0,61.996094520752706,69.49638520997536,0.3750145344611326,18.865556020021497,0.0,4952.6199170699165,42.063099585349576,81.25127529115132
Mid Pivot,6,60,True,60.0,False,True,,100.0,5.435106424260733,100.0,6.770051105351891,True,77.0,69.65698949942418,72.4882618602926,0.14156361804342055,19.361509553575438,0.0,6132.50905903676,49.3625452951838,81.35401022107038
Mid Pivot,7,60,True,60.0,False,True,,93.14834850599262,0.799206997095494,93.14834850599262,0.799206997095494,True,118.0,56.320020771102,59.00696749686025,0.13434733628791234,21.86209085072261,3.539114375687504,1461.2678351732186,19.026339175866088,78.10434595121689
Mid Pivot,8,60,False,,False,False,18.0,36.94620117678572,0.0,36.94620117678572,0.0,False,,,,,25.89565160609631,11.821845506571508,0.0,5.674759296612258,11.083860353035716
Mid Pivot,9,60,True,60.0,False,True,,100.0,6.424376571550534,100.0,6.746917834254685,True,88.0,67.76904108137742,64.20660514973623,-0.17812179658205948,18.85285993847362,0.0,6303.054114248619,51.11527057124309,81.34938356685093
Mid Pivot,10,60,False,,False,False,23.0,39.743603086530065,0.0,39.743603086530065,0.0,False,,,,,24.85339261278346,11.48811065160289,0.0,6.158457161095318,11.92308092595902
Mid Pivot,11,60,False,,False,False,17.0,35.62668722560268,0.0,35.62668722560268,0.0,False,,,,,21.76664932705206,9.553682464205455,0.0,5.497385100205751,10.688006167680804
Mid Pivot,12,60,False,,False,False,18.0,34.54257650838119,0.0,34.54257650838119,0.0,False,,,,,27.443397811460134,12.79919799744943,0.0,5.601889216680134,10.362772952514357
Mid Pivot,13,60,True,60.0,False,True,,100.0,5.088015683428888,100.0,7.46271405396192,True,88.0,67.84446677864419,65.34137364993603,-0.12515465643540793,19.563356142809678,0.0,6570.05649796611,50.45028248983057,81.49254281079239
Mid Pivot,14,60,True,60.0,False,True,,100.0,7.3731035325323875,100.0,7.3731035325323875,True,85.0,66.77781392851507,66.67080889017231,-0.005350251917138138,19.110122226868,0.0,7322.240494987871,53.211202474939356,81.47462070650647
Mid Pivot,15,60,False,,False,False,20.0,39.553443751426386,0.0,39.553443751426386,0.0,False,,,,,24.327359412559584,10.999496412609126,0.0,6.007057951398201,11.866033125427917
Mid Pivot,16,60,False,,False,False,18.0,37.86956819010189,0.0,37.86956819010189,0.0,False,,,,,23.323289668415637,10.3985422668514,0.0,5.754489959730425,11.360870457030567
Mid Pivot,17,60,False,,False,False,22.0,40.34973598409873,0.0,40.34973598409873,0.0,False,,,,,24.646309879494478,11.287056177493023,0.0,6.1228038986723945,12.104920795229619
Mid Pivot,18,60,True,60.0,False,True,,100.0,7.516409188304999,100.0,7.516409188304999,True,81.0,65.12159454546527,69.40583341331055,0.21421194339226374,18.82490967014192,0.0,6729.359797791055,52.24679898895529,81.503281837661
Mid Pivot,19,60,True,60.0,False,True,,100.0,7.192882131513137,100.0,7.192882131513137,True,75.0,68.42840212651852,74.17935164686703,0.28754747601742564,18.791310753698017,0.0,6973.12936978662,54.46564684893311,81.43857642630263
Mid Pivot,20,60,True,60.0,False,True,,95.74493520122189,0.8789657031149958,95.74493520122189,0.8789657031149958,True,111.0,55.2891119131291,60.332622361046,0.25217552239584506,21.059823538216698,2.4206099017390947,1380.412398854467,20.222061994272334,78.89927370098957
Late Pivot,1,100,True,100.0,False,False,147.0,74.39055230802168,0.0,74.39055230802168,0.0,True,130.0,67.66688019390126,67.16329780531399,-0.025179119429363794,19.242843503526473,9.273411249478613,0.0,10.797783664049982,22.317165692406505
Late Pivot,2,100,True,100.0,False,True,,100.0,4.35442581684553,100.0,4.35442581684553,True,65.0,95.8023060724278,69.43927429375769,-1.3181515889335054,17.00417252400656,1.3567410369267734,4365.560139241746,42.82780069620873,80.87088516336911
Late Pivot,3,100,True,100.0,False,True,,100.0,2.724629981412152,100.0,2.986194263081303,True,78.0,82.4332086866518,70.83598227797225,-0.5798613204339773,17.235269379596676,1.6887921120878098,2141.3540649856727,28.606770324928355,80.59723885261626
Late Pivot,4,100,True,100.0,False,True,,100.0,4.015470977471113,100.0,4.430864619865236,True,71.0,85.30526174500788,71.80361597965438,-0.675082288267675,17.452163882165657,1.3782857284146381,3373.285054752734,33.06642527376366,80.88617292397305
Late Pivot,5,100,False,,False,False,25.0,39.97484479901976,0.0,39.97484479901976,0.0,False,,,,,25.69942375628382,12.075774220487517,0.0,6.220955123960348,11.99245343970593
Late Pivot,6,100,True,100.0,False,True,,100.0,3.8059114081380283,100.0,4.306629113787938,True,63.0,97.31164192588524,78.5482561679865,-0.9381692878949373,16.82816921427179,1.1717749021251627,4257.705422844715,42.88852711422358,80.86132582275759
Late Pivot,7,100,True,100.0,False,True,,100.0,5.639939555436549,100.0,5.639939555436549,True,63.0,95.98170782669192,72.51267064627902,-1.1734518590206449,16.901785430084793,1.2652674962076453,5056.797811389919,43.883989056949595,81.1279879110873
Late Pivot,8,100,True,100.0,False,True,,100.0,4.880377865202417,100.0,5.3987942324194105,True,63.0,95.35075915948744,74.6007999689266,-1.0374979595280422,16.883596514937125,1.242167573970129,5911.770671669547,43.25885335834774,81.07975884648388
Late Pivot,9,100,True,100.0,False,True,,100.0,5.138420624983791,100.0,5.138420624983791,True,62.0,97.63476078041361,75.59315053512371,-1.1020805122644952,16.852835657938602,1.2031012855819867,5220.259870694244,46.70129935347121,81.02768412499675
Late Pivot,10,100,False,,False,False,18.0,35.5929797864893,0.0,35.5929797864893,0.0,False,,,,,25.531600824052074,11.647133724326439,0.0,5.665625030414428,10.677893935946791
Late Pivot,11,100,False,,False,False,16.0,35.341018541508184,0.0,35.341018541508184,0.0,False,,,,,22.236726559324833,9.697979551234354,0.0,5.275090619804292,10.602305562452456
Late Pivot,12,100,True,100.0,False,True,,100.0,3.6620397876835167,100.0,3.6620397876835167,True,81.0,79.28053673084234,70.96019244232838,-0.4160172144256983,17.187404954290606,1.5426096710685495,3305.231468743847,30.926157343719243,80.73240795753671
Late Pivot,13,100,True,100.0,False,True,,100.0,4.508763726833891,100.0,4.977776085367579,True,65.0,95.22256326878217,77.5868953657577,-0.8817833951512235,16.832433210232708,1.1771901769955584,4728.733401041292,45.24366700520646,80.99555521707352
Late Pivot,14,100,True,100.0,False,True,,100.0,4.01248561416201,100.0,4.453961429914197,True,60.0,98.54890232867892,72.93011064665023,-1.2809395841014344,17.604818945804606,1.169968324286729,5082.1776431117105,42.11088821555855,80.89079228598284
Late Pivot,15,100,True,100.0,False,True,,100.0,5.239524070827996,100.0,5.239524070827996,True,62.0,97.38901553772979,71.31772296513272,-1.3035646286298537,16.924079910243307,1.2935814860090125,4993.599598428656,45.96799799214328,81.0479048141656
Late Pivot,16,100,True,100.0,False,True,,100.0,5.332723897443341,100.0,5.332723897443341,True,65.0,95.16029046346372,76.59949298535292,-0.92803987390554,16.852101485790534,1.2021688869539569,5433.868756244588,44.76934378122294,81.06654477948867
Late Pivot,17,100,True,100.0,False,True,,100.0,4.518371551654508,100.0,4.518371551654508,True,69.0,87.43504534309287,70.71071971908461,-0.8362162812004129,17.116352519606775,1.5377676999005683,3761.6910365346816,34.508455182673416,80.9036743103309
Late Pivot,18,100,False,,False,False,25.0,40.15742933737685,0.0,40.15742933737685,0.0,False,,,,,24.829839303773035,11.578376379468773,0.0,6.220377362769361,12.047228801213056
Late Pivot,19,100,False,,False,False,24.0,40.528399723870365,0.0,40.528399723870365,0.0,False,,,,,26.812083843561453,12.49333258202781,0.0,6.189768388241276,12.15851991716111
Late Pivot,20,100,True,100.0,False,True,,100.0,4.971527922429439,100.0,4.971527922429439,True,63.0,96.81174462393369,74.86014399845273,-1.0975800312740482,16.871321027172545,1.2265777045091044,4841.932859282966,44.60966429641484,80.99430558448589
Adaptive Pivot,1,adaptive,False,,False,False,22.0,40.18133068818811,0.0,40.18133068818811,0.0,False,,,,,29.76871105884943,13.988378385834789,0.0,6.092899708001092,12.054399206456432
Adaptive Pivot,2,adaptive,False,,False,True,,100.0,7.0962802367303945,100.0,8.011344804689767,True,60.0,,,,21.301882258023376,0.0,9362.869333988136,66.9143466699407,81.60226896093795
Adaptive Pivot,3,adaptive,False,,False,True,,100.0,6.679124470046032,100.0,9.080881988465828,True,58.0,,,,21.38986877496168,0.0,11306.242890507721,77.63121445253863,81.81617639769317
Adaptive Pivot,4,adaptive,False,,False,False,22.0,38.419262279215395,0.0,38.419262279215395,0.0,False,,,,,25.448474801523535,11.784707372989992,0.0,6.08142461466822,11.525778683764617
Adaptive Pivot,5,adaptive,False,,False,True,,100.0,6.539823278110668,100.0,7.273057706381098,True,62.0,,,,22.069694420535516,0.0,8908.928114252765,63.24464057126383,81.45461154127622
Adaptive Pivot,6,adaptive,False,,False,True,,100.0,4.955839748888218,100.0,7.762854271020406,True,65.0,,,,21.93358707064115,0.0,9591.262360950366,67.55631180475186,81.55257085420408
Adaptive Pivot,7,adaptive,False,,False,False,18.0,38.3607660141186,0.0,38.3607660141186,0.0,False,,,,,25.141225133589586,11.39993156077252,0.0,5.789130968508851,11.508229804235581
Adaptive Pivot,8,adaptive,False,,False,True,,100.0,7.365867813905168,100.0,7.365867813905168,True,77.0,,,,22.548932332977778,0.0,6820.158841410465,51.50079420705232,81.47317356278103
Adaptive Pivot,9,adaptive,False,,False,False,20.0,38.12162957616646,0.0,38.12162957616646,0.0,False,,,,,23.062214930201414,10.438795786733866,0.0,6.031663970827481,11.436488872849939
Adaptive Pivot,10,adaptive,False,,False,True,,100.0,6.2172100924979805,100.0,7.481276697064922,True,62.0,,,,22.29363865806971,0.07017719735675587,9853.2488749395,67.06624437469748,81.49625533941298
Adaptive Pivot,11,adaptive,False,,False,True,,100.0,5.88961801971009,100.0,6.013527271655184,True,86.0,,,,23.222109181619352,0.0,5599.370194286973,44.39685097143486,81.20270545433104
Adaptive Pivot,12,adaptive,False,,False,True,,100.0,6.544233115077478,100.0,8.043732118617477,True,62.0,,,,21.91060331301673,0.0,8228.328644316865,62.141643221584324,81.60874642372349
Adaptive Pivot,13,adaptive,False,,False,False,18.0,36.5207310648153,0.0,36.5207310648153,0.0,False,,,,,24.719601571321295,11.131591682007091,0.0,5.646891114210068,10.95621931944459
Adaptive Pivot,14,adaptive,False,,False,True,,99.21224097729129,2.8013152996993216,99.21224097729129,2.8013152996993216,True,104.0,,,,26.658900938649154,0.0,2677.056920449882,27.105284602249412,80.32393535312725
Adaptive Pivot,15,adaptive,False,,False,False,23.0,37.34630765651683,0.0,37.34630765651683,0.0,False,,,,,22.80878539120162,10.57466348112005,0.0,6.152807438766447,11.203892296955049
Adaptive Pivot,16,adaptive,False,,False,True,,100.0,5.223947669399417,100.0,6.977174256807796,True,78.0,,,,22.559417759018434,0.0,6696.357175498818,50.38178587749408,81.39543485136156
Adaptive Pivot,17,adaptive,False,,False,False,21.0,40.52500473649097,0.0,40.52500473649097,0.0,False,,,,,24.604232383523286,11.184029225267432,0.0,6.07744177558783,12.157501420947291
Adaptive Pivot,18,adaptive,False,,False,False,18.0,36.79627196523025,0.0,36.79627196523025,0.0,False,,,,,22.757851485813358,10.10207082847209,0.0,5.708400051090479,11.038881589569074
Adaptive Pivot,19,adaptive,False,,False,True,,100.0,6.674319178690919,100.0,7.083627556077027,True,62.0,,,,21.710446433205785,0.0,9399.967849612147,64.59983924806073,81.4167255112154
Adaptive Pivot,20,adaptive,False,,False,True,,100.0,6.283649804223942,100.0,7.833555818743503,True,65.0,,,,23.09579314145291,0.0,8090.2288947542365,61.05114447377119,81.5667111637487
