strategy_name,run,survived,survival_time,market_fit,market_share,feature_completeness,technical_debt,bug_count,code_quality,brand_awareness,organizational_alignment,organizational_conflict,cash_runway,revenue,funding_rounds,pivots_used,sustainability_index,velocity,debt_accumulation_rate
Technical Debt Spiral,5,False,25.0,65.79563183224579,0.0,22.369323208774933,65.21945779939324,35.70421898671469,56.46737716746995,86.49265678672995,100.0,0.0,-5.572380551484598,3.6373840762353513,0,0,0.523098478311556,0.0,1.4426370356297833
Technical Debt Spiral,6,False,46.0,83.80770842310488,0.0,27.751589620174776,84.68601699411359,46.70454130874323,38.25498678368357,99.73882492475194,100.0,0.0,-0.04057930044211755,6.540739121515159,0,0,0.3588482722261638,0.0,1.3020945139877809
Technical Debt Spiral,7,False,25.0,66.88690151669793,0.0,22.722146048212284,63.75841567894319,34.74067090654793,56.84925779963705,91.59238624764035,100.0,0.0,-3.5831823191787393,4.1268965288803106,0,0,0.5318997714420749,0.0,1.4283153362284002
Technical Debt Spiral,8,False,26.0,67.12513915316599,0.0,23.48461437277826,64.62586834630379,35.3149542452077,56.32855759632378,91.98998430500455,100.0,0.0,-4.498499609326663,4.0249686786579915,0,0,0.5254917626107607,0.0,1.4411889168441587
Technical Debt Spiral,9,False,24.0,67.15116625667585,0.0,21.402556676363066,64.92226970171099,35.448391899733394,56.77946903988199,91.77728505980383,100.0,0.0,-3.129843218781005,3.7597330824000927,0,0,0.5260058913551948,0.0,1.4029716609726084
Technical Debt Spiral,10,False,25.0,65.52653405370216,0.0,23.015992421630393,63.903870220135886,34.884860238878765,56.928354698791864,85.50118643902184,100.0,0.0,-3.1453418111754123,4.929376926532259,0,0,0.5313472274181236,0.0,1.4359958874709051
Technical Debt Spiral,11,False,32.0,72.4844146083083,0.0,25.67261518243808,70.06907045981876,38.57542136069351,52.03314766626946,96.9150597772381,100.0,0.0,-2.197065466433079,4.366401430038075,0,0,0.48219911520354103,0.0,1.416946151502387
Technical Debt Spiral,12,False,25.0,66.34603704617942,0.0,22.046154013828037,65.42484449118716,35.784615631185595,56.27516769515002,85.30178682950536,100.0,0.0,-1.758975175678792,3.0563303658534307,0,0,0.5214722904134819,0.0,1.4160141177706598
Technical Debt Spiral,13,False,26.0,66.15615313363372,0.0,23.334490143613206,65.97290137039062,36.21570749759653,56.16335913766024,87.51514213175795,100.0,0.0,-3.2698675373391577,3.673680554712497,0,0,0.5180876099466795,0.0,1.539549512319362
Technical Debt Spiral,14,False,25.0,65.47686736940175,0.0,23.45218371681152,62.71128384656534,34.159354914830935,57.30841204017461,94.83827136014959,100.0,0.0,-0.46282075480380236,4.336292305593278,0,0,0.5386217318765096,0.0,1.4522149676276173
Technical Debt Spiral,15,False,24.0,65.21859187582835,0.0,20.034750313782205,69.96441076654773,38.71339627360824,55.27513948191066,87.4835045386718,100.0,0.0,-3.2689493015233415,2.310433329339681,0,0,0.49506713680717473,0.0,1.3852059031682213
Technical Debt Spiral,16,False,23.0,66.08817930388419,0.0,21.134381490809538,64.30251947971072,35.092157686768736,57.481343320912934,86.19116607896831,100.0,0.0,-3.5668337961866787,2.966542183407068,0,0,0.5317413417842134,0.0,1.410568245565942
Technical Debt Spiral,17,False,21.0,61.9911730446813,0.0,20.884671169834903,67.20542279273451,37.20371838168769,58.652970646426866,90.69314770369468,100.0,0.0,-0.603441246163392,2.4395838180180967,0,0,0.5213844590624409,0.0,1.9808341049069094
Technical Debt Spiral,18,False,30.0,72.00544131320089,0.0,24.611676859453276,68.56329406424436,37.62157456842793,53.30221859402446,98.0422246834618,100.0,0.0,-4.581256440381446,4.280586620591966,0,0,0.49465426847808097,0.0,1.4077901085706226
Technical Debt Spiral,19,False,31.0,71.10220250733252,0.0,25.840093856647755,68.40665529999862,37.5860793464781,53.15133973351346,97.87040210490076,100.0,0.0,-2.0511108661843087,4.570258399492773,0,0,0.4946271549946236,0.0,1.4280543000953434
Technical Debt Spiral,20,False,28.0,69.32631533516115,0.0,24.047820764921315,66.71557369074652,36.588738602481754,54.81036335402612,94.61507527291816,100.0,0.0,-3.6643729029992578,4.2459336724233,0,0,0.5093285165364196,0.0,1.429440436273389
