config_name,num_engineers,num_sales,num_marketing,num_hr,num_mgmt,total_headcount,run_id,survived,survival_duration,final_market_fit,final_market_share,final_revenue,final_cash_runway,final_tech_debt,final_bugs,avg_market_fit,avg_revenue,avg_team_morale,max_market_share,pivots_used,funding_rounds,market_fit_50_step,market_share_5_step,revenue_per_employee,market_share_per_employee
Large Mkt Team,10,5,6,1,1,23,2,True,200,100.0,6.893575027355216,133.96439941380544,14456.792556989705,20.613353490443572,0.0,93.67484271752697,88.38396278494851,83.15208314673943,8.652563945212414,0,0,0,79,5.824539104948062,0.29972065336327025
Large Mkt Team,10,5,6,1,1,23,3,True,200,100.0,5.694784722003933,96.65171886072295,12302.941863951073,20.864807147768445,0.0,93.33407391586537,82.51470931975537,84.00061406154835,8.783711096942548,0,0,0,84,4.202248646118389,0.24759933573930146
Large Mkt Team,10,5,6,1,1,23,4,True,200,100.0,8.665167004139622,142.10021957525592,11035.913838943494,20.86324692886064,0.0,93.63669770683966,77.1795691947175,86.40623812798054,8.707709365255567,0,0,0,89,6.178270416315475,0.3767463914843314
Large Mkt Team,10,5,6,1,1,23,5,True,200,100.0,6.631380678852073,112.73481341937702,11190.673869821821,20.96675696863661,0.0,93.66199135110666,75.95336934910911,82.72935644861951,8.389101787326492,0,0,0,97,4.901513626929436,0.28832089908052494
Large Mkt Team,10,5,6,1,1,23,6,True,200,100.0,7.309412189100066,126.68472074682391,12249.021516766636,20.597497322588833,0.0,93.82181911617045,84.24510758383317,89.31658175524342,8.966667093137785,0,0,0,83,5.508031336818431,0.31780052996087244
Large Mkt Team,10,5,6,1,1,23,7,True,200,100.0,8.192125021924042,136.41942864214,12752.864268929334,20.36893912119499,0.0,93.63195438243396,85.76432134464667,88.37123417958759,9.131940065469639,0,0,0,92,5.931279506179999,0.3561793487793062
Large Mkt Team,10,5,6,1,1,23,8,True,200,100.0,6.515820595466364,108.05595935230694,11462.167155696294,21.285569431261486,0.0,93.19328587914612,78.81083577848145,84.98159732630066,8.247379470842347,0,0,0,83,4.698085189230737,0.28329654762897233
Large Mkt Team,10,5,6,1,1,23,9,True,200,100.0,6.576385682111253,107.6331018505415,11890.742389661273,20.933045664661773,0.0,93.27804220028227,80.45371194830633,85.553213001221,8.316872417632236,0,0,0,80,4.679700080458326,0.28592981226570663
Large Mkt Team,10,5,6,1,1,23,10,True,200,100.0,7.026576836720511,119.16320504121819,11962.632005039117,20.70294253929313,0.0,93.7419039380908,81.21316002519559,83.57153147747907,7.5622783489468075,0,0,0,90,5.181008914835574,0.30550334072697877
Large Mkt Team,10,5,6,1,1,23,11,True,200,100.0,7.380933536313173,126.22121462893723,12164.031849166095,20.776617407002373,0.0,93.37937268136528,80.62015924583048,84.63574961847097,8.338366054306452,0,0,0,82,5.487878896910314,0.3209101537527467
Large Mkt Team,10,5,6,1,1,23,12,True,200,100.0,7.4130843707254,116.28884583803179,12296.091941606826,20.95361693408213,0.0,93.34483656654747,83.4804597080341,85.15283590005649,7.496569911593868,0,0,0,84,5.056036775566599,0.32230801611849563
Large Mkt Team,10,5,6,1,1,23,13,True,200,100.0,8.11362703167207,134.27282921876636,11095.622705930447,20.956204721530856,0.0,93.47457154015254,77.4781135296522,86.27760207210285,8.32698628606382,0,0,0,88,5.837949096468103,0.35276639268139437
Large Mkt Team,10,5,6,1,1,23,14,True,200,100.0,7.800513509909749,140.67547126935267,12095.72686719003,20.641472549291713,0.0,93.46341970942039,81.47863433595018,84.12205103003161,7.944059571142116,0,0,0,103,6.116324837797942,0.3391527613004239
Startup (2:1:1),6,3,3,1,1,14,0,True,200,100.0,5.28571969795116,89.07866451140414,4793.351853406798,21.817636277383343,0.0,88.82887166479188,48.26675926703398,90.50699565697029,5.28571969795116,0,0,0,189,6.362761750814582,0.37755140699651146
Startup (2:1:1),6,3,3,1,1,14,1,False,21,58.548300902646794,0.0,3.833298546562152,-1.8255137163608093,24.414455328443452,10.278885481678612,54.36182588649023,5.159104177956048,58.319446657343214,0.0,0,0,0,200,0.27380703904015374,0.0
Startup (2:1:1),6,3,3,1,1,14,2,False,19,58.704101852559624,0.0,5.916161969256223,-1.0860999101528659,22.365910404259647,9.237873990185902,54.412030261451896,4.894617795820576,73.4178000303553,0.0,0,0,0,200,0.4225829978040159,0.0
Startup (2:1:1),6,3,3,1,1,14,3,False,23,58.888696481176986,0.0,4.052717662622711,-1.9900588840752795,24.346978375529183,10.27394764957892,54.56791782026052,5.3024879762305215,66.96789449520844,0.0,0,0,0,200,0.28947983304447933,0.0
Startup (2:1:1),6,3,3,1,1,14,4,False,26,60.93751458629657,0.0,4.961775312334138,-0.30106649489820114,22.72549867700574,9.785111154064527,55.98088086712326,5.5283522381833725,67.37920088234016,0.0,0,0,0,200,0.3544125223095813,0.0
Startup (2:1:1),6,3,3,1,1,14,5,False,17,58.34001369112473,0.0,4.684889490959688,-2.227438018837038,28.78543985198898,12.418900357104233,54.04447599987263,4.299274852364899,60.773724204842665,0.0,0,0,0,200,0.33463496363997774,0.0
Startup (2:1:1),6,3,3,1,1,14,6,False,17,57.630586551632604,0.0,4.738297268810602,-0.06938388436610232,28.329820026821583,12.310000621367454,53.9630348995935,4.423077579224901,62.7831763907413,0.0,0,0,0,200,0.338449804915043,0.0
Startup (2:1:1),6,3,3,1,1,14,7,False,23,61.41837804764451,0.0,5.684738931361055,-1.9279926677892014,23.909215652021196,9.979419397987334,56.06567055288486,6.3472725391673785,80.71519429049727,0.0,0,0,0,200,0.4060527808115039,0.0
Startup (2:1:1),6,3,3,1,1,14,8,True,200,100.0,4.764545036002339,72.10508747526141,4683.950788624345,21.252421050701496,0.0,88.84548023338283,48.51975394312172,88.97966021507604,5.8014982837454285,0,1,0,144,5.150363391090101,0.34032464542873847
Startup (2:1:1),6,3,3,1,1,14,9,True,200,100.0,3.2379499427773366,38.20400199458838,2093.9399302787397,22.289076179073167,0.0,84.57600189956767,27.769699651393694,86.19530041681864,3.89086006021511,0,0,0,200,2.7288572853277415,0.23128213876980977
Startup (2:1:1),6,3,3,1,1,14,10,False,28,62.509328258295646,0.0,6.5177990312485745,-0.24531251250507946,24.124812733555668,10.226263632343112,56.54227837591931,5.579888873437369,70.77542636715138,0.0,0,0,0,200,0.46555707366061244,0.0
Startup (2:1:1),6,3,3,1,1,14,11,True,200,100.0,2.901145569908577,44.84779055480343,3258.281224267883,22.95607561148749,0.0,84.61002946488699,26.691406121339405,82.34038931004294,2.9133077562319674,0,0,0,200,3.203413611057388,0.20722468356489834
Startup (2:1:1),6,3,3,1,1,14,12,False,19,59.00652017069197,0.0,6.0634409990415685,-1.0687713742929779,21.666855734754936,8.889629070692282,54.51487507051528,4.887778296140287,67.85787754287752,0.0,0,0,0,200,0.43310292850296916,0.0
Startup (2:1:1),6,3,3,1,1,14,13,True,200,100.0,4.062773350158091,68.83562667984013,4342.245566092914,21.22406524428295,0.0,86.22089035856442,46.81122783046457,84.5108707368311,5.624126685932864,0,1,0,151,4.916830477131438,0.29019809643986366
Startup (2:1:1),6,3,3,1,1,14,14,True,200,100.0,5.786862142467079,89.46918450314958,6532.33477343865,21.758513267853456,0.0,88.33510609127028,50.06167386719325,84.45020934850852,5.786862142467079,0,1,0,138,6.390656035939256,0.4133472958905057
Scale-up (2:1:1),20,10,8,2,2,42,0,True,200,100.0,14.675567530295845,279.86870844789894,31993.269611881817,20.476351252224987,0.0,96.09688399591057,169.466348059409,88.13533380571768,15.210309697793457,0,0,0,47,6.663540677330927,0.34941827453085345
Scale-up (2:1:1),20,10,8,2,2,42,1,True,200,100.0,14.792130972235272,263.9622903671724,33086.57242619497,20.27325801493229,0.0,95.60297586075987,174.93286213097474,89.35045537330512,15.849315859046754,0,0,0,50,6.284816437313628,0.3521935945770303
Scale-up (2:1:1),20,10,8,2,2,42,2,True,200,100.0,14.590087857276686,260.4178655912036,32427.458226047554,20.359637395990276,0.0,96.18499188699867,171.63729113023774,87.73857538671844,15.77887890307515,0,0,0,46,6.200425371219134,0.34738304422087346
Scale-up (2:1:1),20,10,8,2,2,42,3,True,200,100.0,14.866015158642801,271.336288486539,30247.46344880424,20.436189054453564,0.0,95.82975884430219,160.73731724402123,89.07393250553429,14.866015158642801,0,0,0,51,6.460387821108071,0.35395274187244763
Scale-up (2:1:1),20,10,8,2,2,42,4,True,200,100.0,15.982117392255525,290.11554010472867,35022.40134786277,20.399690561647482,0.0,95.92887628263509,184.61200673931387,89.42859902213868,15.982117392255525,0,0,0,49,6.907512859636396,0.3805266045775125
Scale-up (2:1:1),20,10,8,2,2,42,5,True,200,100.0,14.114416022232685,248.90982029832668,33835.46067558643,20.231240036762546,0.0,96.18453265429356,178.6773033779321,89.77598672757351,15.36316841325559,0,0,0,46,5.926424292817302,0.3360575243388735
Scale-up (2:1:1),20,10,8,2,2,42,6,True,200,100.0,14.709598651400325,257.90531343744385,31054.006885726107,20.371152390702612,0.0,95.98744369409599,164.77003442863054,89.66634999200902,16.07064791712501,0,0,0,48,6.14060270089152,0.35022853931905534
Scale-up (2:1:1),20,10,8,2,2,42,7,True,200,100.0,11.107201387408898,186.27584300640413,32336.925648245724,20.35189279340911,0.0,96.10025205253372,171.1846282412286,88.09724763603408,15.881566038435365,0,0,0,46,4.435139119200098,0.26445717589068807
Scale-up (2:1:1),20,10,8,2,2,42,8,True,200,100.0,13.894469719935751,247.68075300716217,34235.56848383226,20.295247770721193,0.0,95.7091908091551,180.67784241916135,88.69762602975979,16.003014273952424,0,0,0,48,5.897160785884814,0.33082070761751786
Scale-up (2:1:1),20,10,8,2,2,42,9,True,200,100.0,14.07560669406899,239.41348522943272,33764.29128067708,20.63019833372547,0.0,95.7530939267189,178.3214564033855,90.50928595661053,15.299525879658,0,0,0,49,5.700321076891255,0.3351334927159283
Scale-up (2:1:1),20,10,8,2,2,42,10,True,200,100.0,14.588850554692069,264.1954359755733,31535.047668017876,20.592414020289258,0.0,96.04232450657565,167.17523834008938,88.87440718653203,15.408844330383058,0,0,0,46,6.2903675232279355,0.34735358463552546
Scale-up (2:1:1),20,10,8,2,2,42,11,True,200,100.0,14.772339266537214,262.6187162480005,33613.12424877175,20.360064977106646,0.0,95.89843350548931,177.5656212438589,89.63852841048097,15.524757832298643,0,0,0,45,6.252826577333345,0.3517223634889813
Scale-up (2:1:1),20,10,8,2,2,42,12,True,200,100.0,15.60154389763971,278.8454436943757,32435.959120254196,20.631170243068283,0.0,95.71395198132686,171.67979560127102,88.63072299421877,15.60154389763971,0,0,0,49,6.639177230818469,0.37146533089618355
Scale-up (2:1:1),20,10,8,2,2,42,13,True,200,100.0,13.972649526511328,249.57025199360953,32431.84016489361,20.54736356839185,0.0,95.9057470844437,171.65920082446806,88.57985071567339,14.51625954903728,0,0,0,51,5.942148856990703,0.33268213158360305
Scale-up (2:1:1),20,10,8,2,2,42,14,True,200,100.0,15.830876788375257,292.94736592436874,33603.98311350523,20.301602054915335,0.0,95.72725126734011,177.5199155675262,89.07473826130659,15.890637674897832,0,0,0,49,6.974937283913541,0.3769256378184585
